"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Colchester","0901115910","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",52.74
"Colchester","0901115910","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.07
"Colchester","0901115910","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",19
"Colchester","0901115910","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.71
"Colchester","0901115910","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",11.93
"Colchester","0901115910","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.01
"Colchester","0901115910","2018","Substance Abuse","Number","DMHAS Admissions",180
"Colchester","0901115910","2018","Substance Abuse","Percent","DMHAS Admissions",63.6
"Colchester","0901115910","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",113.02
"Colchester","0901115910","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.14
"Colchester","0901115910","2018","Total","Number","DMHAS Admissions",283
"Colchester","0901115910","2018","Total","Rate (per 10,000)","DMHAS Admissions",177.69
"Colchester","0901115910","2018","Total","Rate (per 10,000)","Margins of Error",0.22
"Colchester","0901115910","2019","Mental Health","Number","DMHAS Admissions",41
"Colchester","0901115910","2019","Mental Health","Percent","DMHAS Admissions",33.06
"Colchester","0901115910","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",25.85
"Colchester","0901115910","2019","Mental Health","Rate (per 10,000)","Margins of Error",0.05
"Colchester","0901115910","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colchester","0901115910","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colchester","0901115910","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colchester","0901115910","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colchester","0901115910","2019","Substance Abuse","Number","DMHAS Admissions",77
"Colchester","0901115910","2019","Substance Abuse","Percent","DMHAS Admissions",62.1
"Colchester","0901115910","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",48.55
"Colchester","0901115910","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.09
"Colchester","0901115910","2019","Total","Number","DMHAS Admissions",124
"Colchester","0901115910","2019","Total","Rate (per 10,000)","DMHAS Admissions",78.18
"Colchester","0901115910","2019","Total","Rate (per 10,000)","Margins of Error",0.14
"Colchester","0901115910","2020","Mental Health","Number","DMHAS Admissions",41
"Colchester","0901115910","2020","Mental Health","Percent","DMHAS Admissions",33.06
"Colchester","0901115910","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",25.81
"Colchester","0901115910","2020","Mental Health","Rate (per 10,000)","Margins of Error",0.06
"Colchester","0901115910","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colchester","0901115910","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colchester","0901115910","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colchester","0901115910","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colchester","0901115910","2020","Substance Abuse","Number","DMHAS Admissions",77
"Colchester","0901115910","2020","Substance Abuse","Percent","DMHAS Admissions",62.1
"Colchester","0901115910","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",48.47
"Colchester","0901115910","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.11
"Colchester","0901115910","2020","Total","Number","DMHAS Admissions",124
"Colchester","0901115910","2020","Total","Rate (per 10,000)","DMHAS Admissions",78.06
"Colchester","0901115910","2020","Total","Rate (per 10,000)","Margins of Error",0.18
"Colebrook","0900516050","2010","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2010","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2010","Total","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2010","Total","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2011","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2011","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2011","Total","Number","DMHAS Admissions",16
"Colebrook","0900516050","2011","Total","Rate (per 10,000)","DMHAS Admissions",114.7
"Colebrook","0900516050","2011","Total","Rate (per 10,000)","Margins of Error",7.98
"Colebrook","0900516050","2012","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Colebrook","0900516050","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Colebrook","0900516050","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Colebrook","0900516050","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Colebrook","0900516050","2012","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2012","Total","Number","DMHAS Admissions",17
"Colebrook","0900516050","2012","Total","Rate (per 10,000)","DMHAS Admissions",113.86
"Colebrook","0900516050","2012","Total","Rate (per 10,000)","Margins of Error",7.63
"Colebrook","0900516050","2013","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2013","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2013","Total","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Total","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2013","Total","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2014","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Colebrook","0900516050","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Colebrook","0900516050","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Colebrook","0900516050","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Colebrook","0900516050","2014","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2014","Total","Number","DMHAS Admissions",22
"Colebrook","0900516050","2014","Total","Rate (per 10,000)","DMHAS Admissions",138.02
"Colebrook","0900516050","2014","Total","Rate (per 10,000)","Margins of Error",11.34
"Colebrook","0900516050","2015","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Colebrook","0900516050","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Colebrook","0900516050","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Colebrook","0900516050","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Colebrook","0900516050","2015","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2015","Total","Number","DMHAS Admissions",21
"Colebrook","0900516050","2015","Total","Rate (per 10,000)","DMHAS Admissions",128.6
"Colebrook","0900516050","2015","Total","Rate (per 10,000)","Margins of Error",12.21
"Colebrook","0900516050","2016","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2016","Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2016","Total","Number","DMHAS Admissions",23
"Colebrook","0900516050","2016","Total","Rate (per 10,000)","DMHAS Admissions",145.11
"Colebrook","0900516050","2016","Total","Rate (per 10,000)","Margins of Error",14.01
"Colebrook","0900516050","2017","Mental Health","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Colebrook","0900516050","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Colebrook","0900516050","2017","Substance Abuse","Number","DMHAS Admissions",17
"Colebrook","0900516050","2017","Substance Abuse","Percent","DMHAS Admissions",54.84
"Colebrook","0900516050","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",115.57
"Colebrook","0900516050","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",11.78
"Colebrook","0900516050","2017","Total","Number","DMHAS Admissions",31
"Colebrook","0900516050","2017","Total","Rate (per 10,000)","DMHAS Admissions",210.74
"Colebrook","0900516050","2017","Total","Rate (per 10,000)","Margins of Error",21.49
